NameSet,Number,Surname,GivenName,MiddleInitial,StreetAddress,ZipCode,EmailAddress,Username,TelephoneNumber,Centimeters,Kilograms,Birthday,Company,NationalID
American,1597,Lay,Delbert,D,"4184 Pinnickinnick Street",08701,DelbertDLay@rhyta.com,Piere1982,732-886-2039,181,70.9,9/26/1982,"Griff's Hamburgers",146-90-2534
American,1598,Moore,Rodolfo,M,"1278 Woodlawn Drive",53151,RodolfoMMoore@fleckens.hu,Thics1993,414-745-2054,173,105.2,7/17/1993,"Paul Harris",390-34-7019
American,1599,Miller,William,C,"2651 Wilkinson Street",37209,WilliamCMiller@jourrapide.com,Saidee,615-428-3329,169,99.6,3/15/1974,"Belle Lady",412-86-7134
American,1600,Mendez,Dolores,T,"1084 Sharon Lane",46544,DoloresTMendez@teleworm.us,Hichich,574-274-4476,167,68.9,10/16/1939,"Cut Rite Lawn Care",307-66-8112
American,1601,Caban,Lindsey,T,"1622 Tenmile Road",01867,LindseyTCaban@armyspy.com,Hemen1967,781-764-1712,163,91.6,10/5/1967,"Golden Joy",016-38-4412
American,1602,Payne,Carol,D,"1657 Upland Avenue",43463,CarolDPayne@cuvox.de,Takiney1995,419-837-9020,174,82.2,7/27/1995,"Food Fair",284-62-3844
American,1603,Bollinger,Kellie,R,"3970 Poe Lane",66215,KellieRBollinger@dayrep.com,Pubsont,913-588-8949,164,99.7,12/18/1940,"Wise Solutions",509-46-7999
American,1604,Wright,Charles,R,"3673 Goldcliff Circle",20036,CharlesRWright@armyspy.com,Cionachis,202-597-9152,178,78.6,8/11/1958,Witmark,578-48-2945
American,1605,Brown,Duane,L,"3491 Euclid Avenue",91362,DuaneLBrown@armyspy.com,Dentrejecome,805-313-8010,170,91.1,8/31/1983,"Sew-Fro Fabrics",551-49-5302
American,1606,Houchens,Charles,H,"2821 Briercliff Road",10011,CharlesHHouchens@einrot.com,Seseely,718-619-8008,172,83.2,11/17/1974,"Irving's Sporting Goods",130-12-7571
American,1607,Franks,Charles,M,"105 Austin Avenue",31533,CharlesMFranks@jourrapide.com,Havern,912-260-5783,173,65.9,7/29/1982,"Bonanza Produce Stores",253-27-3283
American,1608,Burchett,Kimberly,C,"2803 Cliffside Drive",13202,KimberlyCBurchett@cuvox.de,Anconst,607-375-4212,163,59.6,3/12/1959,"Edge Garden Services",115-56-4743
American,1609,Mason,Carlos,C,"999 Still Street",45879,CarlosCMason@einrot.com,Cands1950,419-670-2937,176,77.7,10/29/1950,"Karl's Shoes",269-05-5658
American,1610,Sellers,Susan,G,"2718 Florence Street",75496,SusanGSellers@superrito.com,Thavingthers,903-496-3840,168,80.5,6/30/1981,"Handy Dan",452-02-0568
American,1611,Nair,Paul,J,"3748 Blackwell Street",99654,PaulJNair@einrot.com,Fech1939,907-352-3124,167,76.3,4/27/1939,Heslop's,574-42-3009
American,1612,Frazier,Mike,J,"1870 Philli Lane",74011,MikeJFrazier@cuvox.de,Pallarcups,918-455-7252,183,104.7,11/1/1953,Patterson-Fletcher,440-92-5685
American,1613,Hodges,Kevin,S,"4613 Berkshire Circle",37909,KevinSHodges@fleckens.hu,Thalle,865-742-5883,188,77.4,7/5/1990,"Muscle Factory",414-52-0949
American,1614,Williams,Jasmine,L,"2532 Hornor Avenue",74003,JasmineLWilliams@rhyta.com,Anceek,918-338-6398,158,104.5,2/7/1965,Patterson-Fletcher,448-07-2511
American,1615,Robinson,Ross,J,"3974 Pennsylvania Avenue",08840,RossJRobinson@armyspy.com,Ferseelle1939,732-321-5582,169,81.7,3/30/1939,"Solution Answers",141-09-6427
American,1616,Johnston,Alexander,M,"302 Cecil Street",60154,AlexanderMJohnston@cuvox.de,Thathrove,312-272-4973,188,91.4,8/29/1971,"Rustler Steak House",358-56-3972
American,1617,Forsythe,Brendan,G,"2615 Lena Lane",39211,BrendanGForsythe@armyspy.com,Forriong1998,601-519-1421,177,66.7,3/25/1998,"Record Town",426-53-6586
American,1618,Devito,Nicholas,V,"277 Maple Avenue",83350,NicholasVDevito@armyspy.com,Manout1998,208-931-7219,187,85.5,12/3/1998,"Afforda Merchant Services",518-03-4540
American,1619,Quesinberry,Calvin,M,"2390 Oak Ridge Drive",63736,CalvinMQuesinberry@gustr.com,Ader1934,573-545-9112,183,73.8,4/30/1934,"The Warner Brothers Store",498-06-8390
American,1620,Lafleur,Nancy,C,"4895 Lauren Drive",53521,NancyCLafleur@jourrapide.com,Oppervis,608-455-3457,161,97.2,6/3/1989,"Big A Auto Parts",397-66-5563
American,1621,Toussaint,Robert,B,"3705 Blair Court",64093,RobertBToussaint@dayrep.com,Rhatemet,660-422-0573,184,77.9,3/3/1955,"Advansed Teksyztems",495-18-0006
American,1622,Bradshaw,Sharon,J,"1353 Hampton Meadows",01852,SharonJBradshaw@teleworm.us,Marted,978-323-4935,168,93.1,11/14/1980,Sampson's,026-72-8274
American,1623,Bracken,David,P,"803 Duke Lane",07102,DavidPBracken@superrito.com,Ounpat,732-753-1552,171,88.2,5/10/1998,Naturohair,150-24-1414
American,1624,Ward,Richard,M,"2374 Renwick Drive",18109,RichardMWard@armyspy.com,Comand65,484-283-4920,170,110.8,5/20/1965,"Asian Plan",164-60-0348
American,1625,Hawkins,Robert,R,"3461 Hillside Drive",70503,RobertRHawkins@fleckens.hu,Goety1974,337-989-2605,183,77.7,1/16/1974,"Strength Gurus",439-45-5578
American,1626,Allen,George,A,"4609 Sugar Camp Road",56097,GeorgeAAllen@superrito.com,Oushavinge,507-553-8854,180,95.8,9/23/1986,"Jewel Mart",470-94-9548
American,1627,Ready,Sheila,T,"3056 West Side Avenue",07047,SheilaTReady@teleworm.us,Thaturne,201-295-5265,162,88.9,5/29/1950,"Value Giant",141-72-9655
American,1628,Tolbert,Vickie,R,"4447 Fort Street",27889,VickieRTolbert@einrot.com,Spoem1974,252-975-4094,163,72.0,1/16/1974,Loblaws,243-33-0009
American,1629,Lynch,Edna,J,"1564 Hickory Ridge Drive",89109,EdnaJLynch@fleckens.hu,Kitime,702-770-9814,162,86.8,4/27/1997,"Dick Fischers",530-72-3453
American,1630,Smedley,Ted,A,"358 Oliver Street",75204,TedASmedley@gustr.com,Blocared67,817-304-1159,187,73.9,6/20/1967,"W. Bell & Co.",639-64-7770
American,1631,Bachand,Julia,L,"4368 Wexford Way",30902,JuliaLBachand@teleworm.us,Withersent,803-341-6827,169,95.1,10/13/1950,"Weenie Beenie",657-09-3528
American,1632,Hatch,Lucas,S,"1630 Indiana Avenue",96813,LucasSHatch@teleworm.us,Holifect,808-588-8958,175,69.8,2/24/1964,"Strategic Profit",750-05-3233
American,1633,Nance,Ruby,L,"531 White River Way",84651,RubyLNance@jourrapide.com,Thaing66,801-465-3994,165,104.9,7/11/1966,FlowerTime,529-83-4680
American,1634,Stockton,Catherine,J,"2933 Stratford Court",27601,CatherineJStockton@armyspy.com,Huselp,919-748-5338,170,64.5,10/15/1995,"Flagg Bros. Shoes",686-07-8369
American,1635,Bassham,Juan,B,"1592 Earnhardt Drive",40507,JuanBBassham@gustr.com,Gazincomed,502-805-7711,165,96.2,11/7/1998,"Plunkett Home Furnishings",404-62-8498
American,1636,Faulkner,Darryl,J,"3342 Abia Martin Drive",11714,DarrylJFaulkner@rhyta.com,Antionne,631-504-2974,179,84.0,2/13/1960,"Home Quarters Warehouse",114-32-3430
American,1637,Dillard,Kelly,J,"2510 Cottonwood Lane",37203,KellyJDillard@superrito.com,Adioncy72,615-991-6218,160,59.3,10/8/1972,"Your Future Is Now",414-09-2279
American,1638,Petit,Grace,R,"4874 Conaway Street",47201,GraceRPetit@superrito.com,Haing1966,812-371-7471,153,61.1,10/21/1966,"Giant Open Air",314-21-1537
American,1639,Roberson,Maria,T,"1135 Pritchard Court",55904,MariaTRoberson@gustr.com,Sturaccou,507-421-0907,167,61.8,9/24/1986,"Rogersound Labs",475-31-6836
American,1640,Keenan,Keith,I,"2991 Oliverio Drive",67047,KeithIKeenan@jourrapide.com,Lawas1970,620-658-4826,184,103.7,1/18/1970,Luskin's,510-54-4835
American,1641,Sepe,Terrell,D,"1386 West Virginia Avenue",12207,TerrellDSepe@fleckens.hu,Gody1983,518-836-6687,169,97.7,5/14/1983,StopGrey,108-14-4500
American,1642,Samuels,Miranda,M,"4543 Bagwell Avenue",34601,MirandaMSamuels@dayrep.com,Thessom,352-797-7425,154,99.9,6/22/1958,"William Wanamaker & Sons",772-14-9890
American,1643,Rines,Troy,L,"4252 B Street",55104,TroyLRines@teleworm.us,Scess1952,651-642-3469,176,92.7,10/10/1952,"Best Biz Survis",474-80-0040
American,1644,Clark,Larry,A,"1931 Timberbrook Lane",80631,LarryAClark@gustr.com,Onehou,970-346-2270,175,106.8,12/22/1967,"Omni Superstore",524-79-0001
American,1645,Chess,John,M,"398 Jerome Avenue",78501,JohnMChess@cuvox.de,Nevency,956-353-1152,168,72.6,12/19/1949,"Bountiful Harvest Health Food Store",466-42-1474
American,1646,Brewer,Jeffrey,D,"439 Maxwell Farm Road",96001,JeffreyDBrewer@teleworm.us,Whint1964,530-921-4787,174,109.9,4/20/1964,"Lafayette Radio",615-40-6050
American,1647,Paz,Nicholas,J,"4343 Windy Ridge Road",46750,NicholasJPaz@dayrep.com,Doill1949,260-519-9125,181,76.7,3/15/1949,"Custom Lawn Care",310-60-2751
American,1648,Rush,Bethany,D,"2262 Jett Lane",91766,BethanyDRush@rhyta.com,Loned1962,310-747-0904,160,71.2,6/7/1962,"Reliable Investments",549-14-2999
American,1649,Martin,Deborah,M,"1830 Everette Alley",33351,DeborahMMartin@fleckens.hu,Agantiched44,954-741-4285,153,88.7,5/21/1944,"Payless Cashways",592-57-6056
American,1650,Calhoun,Chris,E,"1073 Twin Willow Lane",28401,ChrisECalhoun@rhyta.com,Squitive,910-444-1238,187,75.6,5/11/1979,"Source Club",244-13-7015
American,1651,Chaney,Angela,P,"4071 Village View Drive",33901,AngelaPChaney@dayrep.com,Morts1964,239-970-3288,159,53.2,8/26/1964,"Cala Foods",266-64-5690
American,1652,Burnett,Timothy,K,"3883 Franklee Lane",19107,TimothyKBurnett@dayrep.com,Witakes70,484-555-7837,178,66.2,2/8/1970,"China Coast",174-56-1592
American,1653,Garcia,Christopher,B,"4895 Derek Drive",44308,ChristopherBGarcia@dayrep.com,Littinstres,330-361-3959,173,108.0,9/12/1975,"Formula Grey",300-64-1764
American,1654,Schmidt,Thelma,A,"675 Horseshoe Lane",19103,ThelmaASchmidt@gustr.com,Adelthe,484-454-2764,161,83.3,1/13/1978,"Atlas Architectural Designs",209-38-5616
American,1655,Atkins,Joseph,M,"3436 Sheila Lane",89501,JosephMAtkins@fleckens.hu,Cass1977,775-551-8758,189,90.4,12/6/1977,"Food Giant",530-13-2460
American,1656,Garcia,Andrew,A,"3866 Collins Avenue",43110,AndrewAGarcia@superrito.com,Hisherring,614-835-4919,166,99.9,11/18/1949,"Al's Auto Parts",292-05-7681
American,1657,Bratcher,Carlos,M,"4664 Elmwood Avenue",85205,CarlosMBratcher@einrot.com,Spip1951,480-830-8764,166,108.3,8/30/1951,"Lawnscape Garden Maintenance",527-40-7441
American,1658,Arnold,Brian,A,"3992 Hoffman Avenue",10016,BrianAArnold@armyspy.com,Rolong,917-874-0569,171,88.6,2/4/1986,"Quality Event Planner",066-18-0603
American,1659,Turner,Georgia,T,"1329 Worley Avenue",24540,GeorgiaTTurner@teleworm.us,Woreavelesor,434-548-4022,154,70.2,11/8/1962,"Dick Fischers",224-78-7677
American,1660,Baron,Robert,K,"3586 Clement Street",30030,RobertKBaron@armyspy.com,Delf1963,404-444-4744,169,83.1,2/22/1963,Angel's,673-22-8637
American,1661,McIntyre,Abby,N,"1189 Wexford Way",29842,AbbyNMcIntyre@rhyta.com,Scrims,803-302-7844,160,71.4,1/23/1954,"Odyssey Records & Tapes",248-28-8905
American,1662,Hathaway,Ruth,R,"1972 Stone Lane",19462,RuthRHathaway@jourrapide.com,Dering,610-389-3359,170,84.7,3/26/1957,Lazysize,187-52-7098
American,1663,Biggs,James,E,"4411 Fairfield Road",53140,JamesEBiggs@dayrep.com,Antene,262-597-1515,180,101.1,5/8/1956,"You Are Successful",394-98-3243
American,1664,Ferrell,Angela,C,"397 Davis Place",43602,AngelaCFerrell@jourrapide.com,Ound1956,419-202-5858,159,74.5,1/27/1956,"Pantry Food Stores",268-66-0814
American,1665,Heyward,Richard,A,"217 Paul Wayne Haggerty Road",70065,RichardAHeyward@armyspy.com,Armorthavins,504-461-7011,185,90.9,1/29/2000,"Builders Square",434-18-2497
American,1666,Sontag,Bill,L,"3988 Camel Back Road",74145,BillLSontag@teleworm.us,Gandiziesed,918-663-7016,173,81.2,6/11/1971,"Magna Gases",443-66-0578
American,1667,Wright,Dan,E,"3717 Stanton Hollow Road",01730,DanEWright@einrot.com,Andured,781-474-2048,168,112.9,3/16/1966,Strawberries,030-10-4415
American,1668,Lovejoy,John,B,"192 Fantages Way",04769,JohnBLovejoy@dayrep.com,Surily,207-768-2860,182,73.5,11/16/1961,"Chase Pitkin",007-54-0986
American,1669,Scott,James,C,"4989 Cook Hill Road",06511,JamesCScott@jourrapide.com,Grele1945,203-547-4371,164,76.9,9/4/1945,Quickbiz,045-38-8677
American,1670,Toupin,Johnnie,H,"984 Harley Brook Lane",15522,JohnnieHToupin@dayrep.com,Thersellse,814-624-4998,179,61.6,12/10/1997,"Avant Garde Interior Designs",171-52-4346
American,1671,Brown,Cherryl,L,"3560 North Avenue",68022,CherrylLBrown@cuvox.de,Cood1957,402-779-0955,155,89.5,5/13/1957,"Frank's Nursery & Crafts",507-45-6760
American,1672,Church,Bertram,J,"4426 Bond Street",02887,BertramJChurch@einrot.com,Surempe,401-736-9156,172,102.9,12/8/1938,"Pro-Care Garden Maintenance",036-14-0012
American,1673,Martinez,Debra,R,"2183 Oral Lake Road",55401,DebraRMartinez@dayrep.com,Bipturprou,952-412-3378,168,64.6,10/27/1976,"Office Warehouse",469-35-1815
American,1674,Morris,Roy,M,"787 Wescam Court",89451,RoyMMorris@cuvox.de,Ficket,775-831-6102,179,80.7,3/7/1942,"KB Toys",530-57-7434
American,1675,Lawrence,Laura,L,"4289 Park Street",94612,LauraLLawrence@jourrapide.com,Thavies,925-395-3571,160,59.3,5/11/1977,"Las Vegas Yard Management",571-17-9983
American,1676,Lane,Samuel,C,"3378 Hinkle Deegan Lake Road",14850,SamuelCLane@jourrapide.com,Grainknot60,607-269-8199,172,75.6,1/13/1960,"Dave Cooks",063-24-3925
American,1677,Evans,Jerry,J,"3090 Hershell Hollow Road",98055,JerryJEvans@jourrapide.com,Sliphe48,425-234-9883,181,109.9,8/26/1948,"Standard Food",536-28-0731
American,1678,Lacasse,Kim,W,"423 Circle Drive",77056,KimWLacasse@teleworm.us,Hamelf38,832-586-8097,162,92.8,10/5/1938,"John Plain",454-35-0520
American,1679,Sievert,Phyllis,C,"1015 Hayhurst Lane",48075,PhyllisCSievert@einrot.com,Havour95,248-769-3622,173,59.1,3/6/1995,"MVP Sports",380-60-5393
American,1680,Rosenblum,Michael,B,"3946 Cambridge Court",72764,MichaelBRosenblum@einrot.com,Noby1957,479-872-1730,177,102.4,8/24/1957,"Farrell's Ice Cream Parlour",431-58-7577
American,1681,Wynn,Marjorie,A,"4286 Brookview Drive",95113,MarjorieAWynn@dayrep.com,Butmayselche,408-998-1441,173,81.7,6/7/1962,"Zephyr Investments",562-96-9093
American,1682,Cravens,Elizabeth,D,"1569 Sycamore Road",97701,ElizabethDCravens@dayrep.com,Auged1938,541-382-6234,155,60.7,3/20/1938,"Fradkin Brothers Furniture",544-12-6814
American,1683,Thompson,Earl,B,"1459 Dog Hill Lane",66941,EarlBThompson@gustr.com,Witest,785-725-6392,188,86.2,5/10/1987,Roberd's,510-64-6497
American,1684,Holman,Howard,A,"3064 Elm Drive",10013,HowardAHolman@superrito.com,Balairat1948,646-436-6496,169,107.6,5/8/1948,"Bennett Brothers",133-16-7277
American,1685,Schuh,Antonio,M,"1910 Duff Avenue",05667,AntonioMSchuh@einrot.com,Honval1945,802-456-9141,176,75.6,4/9/1945,Purity,008-22-7076
American,1686,Hochstetler,Larry,E,"3705 Timber Ridge Road",95814,LarryEHochstetler@dayrep.com,Whinkent,916-815-2713,186,86.2,8/5/1983,"Skaggs-Alpha Beta",550-71-4334
American,1687,Amato,Natasha,B,"979 Briarhill Lane",44308,NatashaBAmato@einrot.com,Geou1982,330-252-4874,164,95.8,6/3/1982,"Pak and Save",285-20-4138
American,1688,Garcia,Allan,B,"3716 Blackwell Street",99654,AllanBGarcia@einrot.com,Olesest,907-352-5987,184,75.8,10/13/1947,"Borders Books",574-24-7323
American,1689,Portis,Tresa,M,"1375 Reel Avenue",88201,TresaMPortis@cuvox.de,Socidered1944,505-347-6393,154,82.5,6/17/1944,"Flagg Bros. Shoes",525-60-7190
American,1690,Patrick,John,A,"600 Poe Road",29501,JohnAPatrick@einrot.com,Pousent,843-206-8112,184,111.7,2/8/1956,"Cal Stereo",656-01-9811
American,1691,Guthrie,Marshall,G,"1927 Cooks Mine Road",87106,MarshallGGuthrie@dayrep.com,Shookeplise1976,505-693-4862,185,108.7,8/18/1976,Harold's,648-40-5051
American,1692,Allen,Brenda,D,"694 Cherry Camp Road",60631,BrendaDAllen@rhyta.com,Yarstions,773-467-1920,151,101.0,6/5/1941,"Weenie Beenie",360-10-6222
American,1693,Alfonso,Irma,F,"568 Bingamon Branch Road",60173,IrmaFAlfonso@armyspy.com,Resend,847-220-1206,156,69.0,5/10/1945,"Williams Bros.",353-98-2924
American,1694,Gore,Eric,C,"856 Hannah Street",28801,EricCGore@rhyta.com,Inateptind,828-335-0913,179,108.7,9/8/1969,"Builders Emporium",690-07-1654
American,1695,Martin,Anne,J,"775 Platinum Drive",15044,AnneJMartin@fleckens.hu,Padmings,724-809-9634,162,65.2,7/11/1936,Monlinks,184-54-2510
American,1696,Acker,David,A,"1972 Wayside Lane",94107,DavidAAcker@gustr.com,Himently,510-283-1232,186,65.7,7/9/1975,Netobill,625-49-2336
American,1697,Mendoza,James,A,"4449 Sunburst Drive",33912,JamesAMendoza@einrot.com,Righ1992,239-410-9606,185,105.6,3/21/1992,"Pioneer Chicken",767-01-4288
American,1698,Herrera,George,L,"4018 Crummit Lane",68007,GeorgeLHerrera@teleworm.us,Joughty,402-238-1933,170,67.3,5/30/1962,"Kids Mart",506-34-0188
American,1699,Merrill,Pedro,D,"259 Benson Street",54481,PedroDMerrill@cuvox.de,Aken1988,715-298-5267,190,89.1,12/15/1988,"Trak Auto",398-13-9324
American,1700,Mitchem,David,J,"2146 Francis Mine",95945,DavidJMitchem@dayrep.com,Suchim,530-269-9537,181,96.1,8/11/1947,"Pay'N Takeit",569-92-7401
American,1701,Massey,Nancy,J,"1539 Pleasant Hill Road",92664,NancyJMassey@rhyta.com,Forrong,562-208-8091,158,106.6,11/3/1939,"Universal Design Partners",612-24-4043
American,1702,Hamilton,Marcus,A,"3480 Douglas Dairy Road",24382,MarcusAHamilton@superrito.com,Thervis,276-620-9905,172,105.4,1/4/1953,"Thom McAn Store",227-32-5939
American,1703,Rivera,David,D,"4887 Derek Drive",43920,DavidDRivera@teleworm.us,Hisevout1973,330-385-2939,182,69.4,11/30/1973,"Rose Records",301-12-2558
American,1704,Carpenter,Raymond,C,"1856 Cliffside Drive",13815,RaymondCCarpenter@gustr.com,Whiry1993,607-337-3358,184,69.9,2/13/1993,"ABCO Foods",110-34-5703
American,1705,Anderson,Hilton,R,"3146 Rosewood Court",55060,HiltonRAnderson@einrot.com,Varom1966,507-310-0220,187,106.4,2/11/1966,"Sports Town USA",471-40-6510
American,1706,Atkinson,Fernando,J,"580 Kelly Street",28204,FernandoJAtkinson@dayrep.com,Wittleasto,704-927-8440,172,80.6,6/12/1968,"Strength Gurus",689-05-5161
American,1707,Henry,Mary,R,"2118 Jones Street",75201,MaryRHenry@teleworm.us,Youreaver,817-509-6015,159,66.9,5/4/1939,"Custom Sound",463-48-7085
American,1708,Blumberg,Edward,H,"2817 Hornor Avenue",74120,EdwardHBlumberg@jourrapide.com,Hicivy,918-340-2906,178,101.0,12/30/1965,"Kohl's Food Stores",442-52-3409
American,1709,Wilder,Wanda,R,"1949 Crosswind Drive",42431,WandaRWilder@superrito.com,Hearay,270-821-6211,169,71.5,9/3/1942,"Disc Jockey",402-98-8876
American,1710,Brown,Sherman,K,"1627 Red Bud Lane",07608,ShermanKBrown@fleckens.hu,Pree1934,862-959-6509,168,74.6,6/16/1934,"Future Bright",151-06-0245
American,1711,Jones,Mack,M,"1087 Poplar Lane",33169,MackMJones@einrot.com,Menst1964,305-497-6368,166,84.1,6/3/1964,"National Tea",771-26-0596
American,1712,Raffaele,Dorothy,J,"2775 Pinnickinick Street",98501,DorothyJRaffaele@fleckens.hu,Thandenown,360-725-1416,174,100.3,6/28/1975,"Boys Markets",535-06-4913
American,1713,Hopkins,Loren,S,"1149 Liberty Avenue",90017,LorenSHopkins@jourrapide.com,Cated1960,714-475-6559,172,111.6,6/22/1960,MagnaSolution,609-51-7517
American,1714,Rodriguez,Garret,J,"4993 Jarvisville Road",48933,GarretJRodriguez@einrot.com,Wastroull,517-202-9795,187,84.1,12/30/1979,"J. Brannam",384-03-8375
American,1715,Miller,Floyd,P,"2754 Lincoln Street",08008,FloydPMiller@fleckens.hu,Phrudging,609-492-4014,170,96.2,4/30/1977,"The Record Shops at TSS",141-06-7829
American,1716,Miller,Angel,C,"4389 Freed Drive",95252,AngelCMiller@teleworm.us,Causbableche,209-772-2648,180,80.8,7/28/1975,Witmark,622-12-7636
American,1717,Bloomberg,Jose,R,"4747 Elliott Street",03103,JoseRBloomberg@einrot.com,Ired1995,603-556-3672,170,78.2,6/15/1995,"Dream Home Improvements",003-03-9007
American,1718,McNair,Bette,R,"3250 Alpaca Way",92680,BetteRMcNair@cuvox.de,Pubjessity,714-734-7300,169,84.3,5/4/1967,Ulbrich's,620-64-5548
American,1719,Mulloy,Cheryl,J,"1728 Angie Drive",90017,CherylJMulloy@jourrapide.com,Turnintionce,714-941-3140,157,61.1,6/10/1994,"Dun Rite Lawn Care",562-26-2265
American,1720,Russell,Tyler,E,"3269 Lynn Avenue",54401,TylerERussell@rhyta.com,Deasind,715-573-4745,190,76.5,2/18/1988,"Allied City Stores",398-94-5784
American,1721,Fortney,Deborah,A,"4436 Barrington Court",72210,DeborahAFortney@teleworm.us,Hisabought,870-504-1115,156,82.5,6/9/1999,"Ruehl No. 925",431-67-2254
American,1722,Burkhart,Birdie,J,"1576 Fairfield Road",53140,BirdieJBurkhart@gustr.com,Aromese,262-705-9474,162,102.1,7/14/1983,"Paul's Record Hut",388-15-6184
American,1723,Lancaster,Joseph,O,"4020 Sunset Drive",72211,JosephOLancaster@cuvox.de,Actem1933,870-703-9575,168,83.1,6/15/1933,Gamble-Skogmo,430-41-7510
American,1724,Bailey,John,L,"4004 Smith Road",30247,JohnLBailey@gustr.com,Bach1953,770-925-5378,180,109.3,1/23/1953,"Audio Visions",667-18-0074
American,1725,Weiss,Ramon,C,"1417 Vine Street",60176,RamonCWeiss@cuvox.de,Saund1940,847-671-1457,178,76.2,6/28/1940,"Superior Interior Design",318-54-0022
American,1726,Henderson,Michelle,J,"766 Pearl Street",95659,MichelleJHenderson@armyspy.com,Whamess,916-348-8756,157,98.7,6/4/1966,Burstein-Applebee,551-96-2879
American,1727,Webb,James,V,"2526 Still Pastures Drive",29210,JamesVWebb@rhyta.com,Glin1950,803-429-6017,175,92.6,7/30/1950,"Nutri G",658-07-9185
American,1728,Baxter,Peter,C,"1398 Glendale Avenue",91301,PeterCBaxter@cuvox.de,Heeut1949,818-707-5680,175,73.1,12/1/1949,Netaid,563-33-9786
American,1729,Baker,Jesse,G,"2724 Richards Avenue",95204,JesseGBaker@fleckens.hu,Exclor,209-800-7878,181,91.4,3/2/1933,"John Plain",561-33-2970
American,1730,Browning,Steven,K,"3915 Sunny Day Drive",90071,StevenKBrowning@cuvox.de,Gagin1936,714-851-0746,182,62.2,8/23/1936,Handyman,552-05-2773
American,1731,Palmer,Hubert,J,"932 Perine Street",22193,HubertJPalmer@gustr.com,Theye1990,703-730-0957,169,87.7,2/22/1990,"Herman's World of Sporting Goods",693-01-4233
American,1732,Woody,Verona,C,"1497 Eagle Drive",48133,VeronaCWoody@dayrep.com,Eassom77,734-848-2858,160,96.0,1/9/1977,"Music Boutique",369-38-8397
American,1733,Robinson,Cathleen,E,"1560 Bastin Drive",19107,CathleenERobinson@jourrapide.com,Tooduked1982,484-707-7480,175,91.3,1/9/1982,"Herman's World of Sporting Goods",173-03-9808
American,1734,Hall,Ray,J,"2882 Yorkshire Circle",27801,RayJHall@jourrapide.com,Preempory,252-343-2464,168,102.8,7/20/1986,Acuserv,243-63-9217
American,1735,Brady,Bernie,D,"2922 Walnut Street",39327,BernieDBrady@teleworm.us,Fromeannown,601-635-6906,163,58.2,6/11/1978,"Ideal Garden Management",428-92-0516
American,1736,Roberts,Leonard,L,"157 Longview Avenue",11373,LeonardLRoberts@fleckens.hu,Lacquit,718-565-7964,182,73.0,10/24/1993,"Great American Music",119-03-3535
American,1737,Cohen,Jo,D,"219 Hannah Street",28801,JoDCohen@superrito.com,Forproing95,828-398-4385,159,63.2,3/20/1995,"Steak and Ale",239-91-1173
American,1738,Robson,Sergio,J,"1090 Tenmile",23452,SergioJRobson@teleworm.us,Thents,757-942-9823,168,98.0,7/26/1955,"Rolling Thunder",226-36-8552
American,1739,Bridges,Kathy,B,"3142 Ferry Street",35771,KathyBBridges@dayrep.com,Manthaten,256-672-2580,154,93.4,7/22/1935,Nedick's,421-52-7499
American,1740,Cameron,Morris,R,"1129 Whitetail Lane",75234,MorrisRCameron@gustr.com,Petiany,469-363-1229,176,60.6,3/26/1993,"Dreamscape Garden Care",463-77-1218
American,1741,Wray,Jeanne,C,"4912 Small Street",10022,JeanneCWray@gustr.com,Hypt1954,212-836-3454,158,84.4,12/18/1954,"The Flying Hippo ",080-05-5344
American,1742,Ennis,Ben,S,"1157 Hillview Street",29033,BenSEnnis@teleworm.us,Whats1947,803-791-0827,172,67.8,6/3/1947,Luria's,250-35-3897
American,1743,Tennant,Daisy,D,"2933 Pinnickinnick Street",07102,DaisyDTennant@jourrapide.com,Beepastry,732-838-7035,169,80.6,10/12/1982,"Foot Quarters",149-22-9172
American,1744,Myers,John,E,"1988 Burwell Heights Road",77591,JohnEMyers@jourrapide.com,Behall,409-683-1155,184,86.6,7/1/1995,"Federated Group",636-20-4786
American,1745,Martin,Harris,J,"4706 Meadowcrest Lane",40769,HarrisJMartin@einrot.com,Forideare,606-549-3071,174,66.4,3/7/1968,"The Flying Bear",403-66-9681
American,1746,Stuart,Philip,K,"4234 Beech Street",94588,PhilipKStuart@fleckens.hu,Oatep1996,925-734-2082,173,95.8,1/19/1996,"Zany Brainy",626-80-6662
American,1747,Levitt,Merilyn,H,"3508 Water Street",94606,MerilynHLevitt@einrot.com,Thourbsixot,925-263-3949,165,99.1,4/22/1969,"Reliable Guidance",570-55-8943
American,1748,Hurley,Petra,F,"2548 Sumner Street",90017,PetraFHurley@rhyta.com,Bettim,310-627-5318,167,91.9,12/20/1983,"Morrison's Cafeteria",573-17-5140
American,1749,Alvarez,Carrie,D,"783 Grant Street",75783,CarrieDAlvarez@superrito.com,Engstiong,903-857-9476,167,87.5,9/25/1997,"Rainbow Bay Crafts",644-94-5417
American,1750,Bell,Walter,L,"1935 Thunder Road",94107,WalterLBell@gustr.com,Vesect,650-466-6676,178,62.1,7/16/1989,"Landskip Yard Service",552-77-3397
American,1751,Roman,Joseph,J,"1985 Selah Way",05403,JosephJRoman@superrito.com,Harks1994,802-656-8671,170,74.4,3/19/1994,"Hughes & Hatcher",009-84-3178
